,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
953,13321,25-29,2,Married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
954,11561,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
955,14394,50-59,5,Never married,40-49,3,High School or GED Diploma,5,self employed,Production/Assembly,White alone,Male,high
956,12799,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,low
957,9256,25-29,2,Never married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Transport,White alone,Male,low
958,4150,50-59,5,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
959,11759,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
960,16292,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
961,5845,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Education,Black or African American alone,Male,low
962,2099,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
963,15244,30-39,3,Separated,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
964,826,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,self employed,Management/Business,White alone,Male,high
965,12126,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
966,5682,25-29,2,Married,20-39,2,"Started College, No Diploma",6,private,Education,White alone,Female,low
967,15251,50-59,5,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
968,14760,40-49,4,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
969,13863,30-39,3,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Male,low
970,16925,25-29,2,Married,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
971,21511,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Female,low
972,15563,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
973,2974,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
974,16890,60-69,6,Separated,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,Black or African American alone,Female,high
975,21487,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
976,8851,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,low
977,4603,25-29,2,Married,20-39,2,Associate Degree,7,governmental,Healthcare/Medical Services,White alone,Female,low
978,13309,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
979,4369,60-69,6,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,White alone,Male,high
980,6152,40-49,4,Never married,40-49,3,Associate Degree,7,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
981,16315,25-29,2,Married,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
982,21213,25-29,2,Never married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
983,16863,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Male,low
984,22224,40-49,4,Married,40-49,3,Middle School,3,private,Production/Assembly,White alone,Male,low
985,4560,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
986,20072,40-49,4,Married,20-39,2,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
987,6895,Older than 70,7,Married,40-49,3,Doctorate Degree,10,governmental,Education,White alone,Male,high
988,3139,Older than 70,7,Widowed,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Male,low
989,6580,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,low
990,4626,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
991,1464,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
992,21363,25-29,2,Separated,More than 50,4,"Started College, No Diploma",6,self employed,Production/Assembly,White alone,Female,low
993,14902,60-69,6,Separated,More than 50,4,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
994,10693,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
995,11839,Older than 70,7,Widowed,Less than 20,1,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
996,12988,30-39,3,Separated,40-49,3,Bachelor Degree,8,governmental,Service/Hospitality,White alone,Male,low
997,7284,30-39,3,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Male,low
998,17163,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Female,low
999,3372,30-39,3,Widowed,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
1000,17079,50-59,5,Married,40-49,3,Doctorate Degree,10,private,"Science, Engineering, Technology",White alone,Male,high
1001,20531,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
1002,13807,Younger than 25,1,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
1003,9609,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
1004,5880,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
1005,5535,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
1006,12475,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Male,low
1007,22259,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,high
1008,10614,25-29,2,Married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
1009,15616,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
1010,17619,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
1011,7161,40-49,4,Separated,More than 50,4,Associate Degree,7,governmental,Protective Services,White alone,Male,high
1012,10071,30-39,3,Married,Less than 20,1,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
1013,19678,Older than 70,7,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,Black or African American alone,Female,high
1015,13738,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,low
1016,10504,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
1018,20507,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Male,low
1019,13857,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
1020,17383,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,low
1021,11327,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
1022,4117,25-29,2,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
1023,9036,Older than 70,7,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,high
1024,9157,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,high
1025,9628,60-69,6,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,self employed,Finance/Accounting,White alone,Male,high
1026,318,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,Black or African American alone,Male,low
1027,14258,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
1028,4381,40-49,4,Never married,More than 50,4,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,high
1029,10977,60-69,6,Married,20-39,2,High School or GED Diploma,5,governmental,Education,White alone,Female,low
1030,14942,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
1031,17573,60-69,6,Separated,40-49,3,Bachelor Degree,8,private,Healthcare/Medical Services,Black or African American alone,Female,high
1032,12904,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
1033,10227,50-59,5,Widowed,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Male,high
1034,90,30-39,3,Never married,40-49,3,No Elementary School,1,private,Repair/Maintenance,White alone,Male,low
1035,2820,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
1036,16107,Younger than 25,1,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
1037,7052,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
1038,10550,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
1039,1945,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,self employed,Repair/Maintenance,White alone,Female,low
1040,13869,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
1041,21359,Older than 70,7,Married,20-39,2,Bachelor Degree,8,self employed,Entertainment,White alone,Male,high
1042,3634,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
1043,3651,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Male,low
1044,17037,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
1045,7307,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
1046,15978,50-59,5,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
1047,9661,25-29,2,Married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
1048,15726,25-29,2,Married,20-39,2,Bachelor Degree,8,private,Sales,White alone,Female,low
1049,20949,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Male,low
1050,10440,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
1051,6853,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
1052,15054,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Male,low
1053,18690,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Repair/Maintenance,White alone,Male,high
1054,9546,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
1055,7578,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,high
1056,12079,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,low
1057,22032,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
1058,10324,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
1059,2941,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
1060,10887,60-69,6,Separated,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,high
1061,7208,50-59,5,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Female,low
1062,16466,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
